Model Name,Model ID,Stream ID,Fusion Op,Original Ops,Memory Input(Bytes),Memory Output(Bytes),Memory Weight(Bytes),Memory Workspace(Bytes),Memory Total(Bytes),Task IDs
ge_default_20210418084333_41,6,480,generator_1/G_logit/l2_normalize,"generator_1/G_logit/l2_normalize/Sum,generator_1/G_logit/l2_normalize,generator_1/G_logit/l2_normalize/Rsqrt,generator_1/G_logit/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,generator_1/G_logit/l2_normalize/Maximum,generator_1/G_logit/l2_normalize/Square",3488,3488,0,0,6976,70
ge_default_20210418084333_41,6,480,generator_1/G_logit/l2_normalize_1,"generator_1/G_logit/l2_normalize_1/Sum,generator_1/G_logit/l2_normalize_1,generator_1/G_logit/l2_normalize_1/Rsqrt,generator_1/G_logit/MatMul_1,generator_1/G_logit/l2_normalize_1/Maximum,generator_1/G_logit/l2_normalize_1/Square",64,64,0,36,164,72
ge_default_20210418084333_41,6,480,generator_1/resblock_up_4/skip/deconv_0/l2_normalize,"generator_1/resblock_up_4/skip/deconv_0/l2_normalize/Sum,generator_1/resblock_up_4/skip/deconv_0/l2_normalize,generator_1/resblock_up_4/skip/deconv_0/l2_normalize/Rsqrt,generator_1/resblock_up_4/skip/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,generator_1/resblock_up_4/skip/deconv_0/l2_normalize/Maximum,generator_1/resblock_up_4/skip/deconv_0/l2_normalize/Square",13856,13856,0,36,27748,79
ge_default_20210418084333_41,6,480,generator_1/resblock_up_4/skip/deconv_0/l2_normalize_1,"generator_1/resblock_up_4/skip/deconv_0/l2_normalize_1/Sum,generator_1/resblock_up_4/skip/deconv_0/l2_normalize_1,generator_1/resblock_up_4/skip/deconv_0/l2_normalize_1/Rsqrt,generator_1/resblock_up_4/skip/deconv_0/MatMul_1,generator_1/resblock_up_4/skip/deconv_0/l2_normalize_1/Maximum,generator_1/resblock_up_4/skip/deconv_0/l2_normalize_1/Square",3104,3104,0,0,6208,81
ge_default_20210418084333_41,6,480,generator_1/resblock_up_2/res1/batch_norm/beta/dense/MatMul,"generator_1/resblock_up_2/res1/batch_norm/beta/dense/MatMul,generator/resblock_up_2/res1/batch_norm/beta/dense/bias,generator_1/resblock_up_2/res1/batch_norm/beta/dense/BiasAdd",34912,49184,0,0,84096,89
ge_default_20210418084333_41,6,480,generator_1/resblock_up_2/res1/batch_norm/gamma/dense/MatMul,"generator_1/resblock_up_2/res1/batch_norm/gamma/dense/MatMul,generator/resblock_up_2/res1/batch_norm/gamma/dense/bias,generator_1/resblock_up_2/res1/batch_norm/gamma/dense/BiasAdd",34912,49184,0,0,84096,91
ge_default_20210418084333_41,6,480,generator_1/dense/l2_normalize,"generator_1/dense/l2_normalize/Sum,generator_1/dense/l2_normalize,generator_1/dense/l2_normalize/Rsqrt,generator_1/dense/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,generator_1/dense/l2_normalize/Maximum,generator_1/dense/l2_normalize/Square",128,128,0,36,292,94
ge_default_20210418084333_41,6,480,generator_1/dense/l2_normalize_1,"generator_1/dense/l2_normalize_1/Sum,generator_1/dense/l2_normalize_1,generator_1/dense/l2_normalize_1/Rsqrt,generator_1/dense/MatMul_1,generator_1/dense/l2_normalize_1/Maximum,generator_1/dense/l2_normalize_1/Square",98336,98336,0,36,196708,96
ge_default_20210418084333_41,6,480,generator_1/resblock_up_2/res1/deconv_0/l2_normalize,"generator_1/resblock_up_2/res1/deconv_0/l2_normalize/Sum,generator_1/resblock_up_2/res1/deconv_0/l2_normalize,generator_1/resblock_up_2/res1/deconv_0/l2_normalize/Rsqrt,generator_1/resblock_up_2/res1/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,generator_1/resblock_up_2/res1/deconv_0/l2_normalize/Maximum,generator_1/resblock_up_2/res1/deconv_0/l2_normalize/Square",6944,6944,0,0,13888,106
ge_default_20210418084333_41,6,480,generator_1/resblock_up_2/res1/deconv_0/l2_normalize_1,"generator_1/resblock_up_2/res1/deconv_0/l2_normalize_1/Sum,generator_1/resblock_up_2/res1/deconv_0/l2_normalize_1,generator_1/resblock_up_2/res1/deconv_0/l2_normalize_1/Rsqrt,generator_1/resblock_up_2/res1/deconv_0/MatMul_1,generator_1/resblock_up_2/res1/deconv_0/l2_normalize_1/Maximum,generator_1/resblock_up_2/res1/deconv_0/l2_normalize_1/Square",1568,1568,0,0,3136,108
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/res1/batch_norm/beta/dense/MatMul,"generator_1/resblock_up_16/res1/batch_norm/beta/dense/MatMul,generator/resblock_up_16/res1/batch_norm/beta/dense/bias,generator_1/resblock_up_16/res1/batch_norm/beta/dense/BiasAdd",131680,196640,0,0,328320,116
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/res1/batch_norm/gamma/dense/MatMul,"generator_1/resblock_up_16/res1/batch_norm/gamma/dense/MatMul,generator/resblock_up_16/res1/batch_norm/gamma/dense/bias,generator_1/resblock_up_16/res1/batch_norm/gamma/dense/BiasAdd",131680,196640,0,0,328320,118
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/res1/batch_norm/batchnorm/Rsqrtgenerator_1/resblock_up_16/res1/batch_norm/batchnorm/mulgenerator_1/resblock_up_16/res1/batch_norm/batchnorm/mul_1generator_1/resblock_up_16/res1/batch_norm/batchnorm/mul_2generator_1/resblock_up_16/res1/batch_norm/batchnorm/subgenerator_1/resblock_up_16/res1/batch_norm/batchnorm/add_1generator_1/resblock_up_16/res1/Relu,"generator_1/resblock_up_16/res1/batch_norm/batchnorm/Rsqrt,generator_1/resblock_up_16/res1/batch_norm/batchnorm/mul,generator_1/resblock_up_16/res1/batch_norm/batchnorm/mul_1,generator_1/resblock_up_16/res1/batch_norm/batchnorm/mul_2,generator_1/resblock_up_16/res1/batch_norm/batchnorm/sub,generator_1/resblock_up_16/res1/batch_norm/batchnorm/add_1,generator_1/resblock_up_16/res1/Relu",3551392,3145760,0,0,6697152,120
ge_default_20210418084333_41,6,480,generator_1/resblock_up_2/res2/batch_norm/beta/dense/MatMul,"generator_1/resblock_up_2/res2/batch_norm/beta/dense/MatMul,generator/resblock_up_2/res2/batch_norm/beta/dense/bias,generator_1/resblock_up_2/res2/batch_norm/beta/dense/BiasAdd",18784,24608,0,0,43392,124
ge_default_20210418084333_41,6,480,generator_1/resblock_up_2/res2/batch_norm/gamma/dense/MatMul,"generator_1/resblock_up_2/res2/batch_norm/gamma/dense/MatMul,generator/resblock_up_2/res2/batch_norm/gamma/dense/bias,generator_1/resblock_up_2/res2/batch_norm/gamma/dense/BiasAdd",18784,24608,0,0,43392,126
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/res1/deconv_0/l2_normalize,"generator_1/resblock_up_16/res1/deconv_0/l2_normalize/Sum,generator_1/resblock_up_16/res1/deconv_0/l2_normalize,generator_1/resblock_up_16/res1/deconv_0/l2_normalize/Rsqrt,generator_1/resblock_up_16/res1/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,generator_1/resblock_up_16/res1/deconv_0/l2_normalize/Maximum,generator_1/resblock_up_16/res1/deconv_0/l2_normalize/Square",55328,55328,0,36,110692,129
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/res1/deconv_0/l2_normalize_1,"generator_1/resblock_up_16/res1/deconv_0/l2_normalize_1/Sum,generator_1/resblock_up_16/res1/deconv_0/l2_normalize_1,generator_1/resblock_up_16/res1/deconv_0/l2_normalize_1/Rsqrt,generator_1/resblock_up_16/res1/deconv_0/MatMul_1,generator_1/resblock_up_16/res1/deconv_0/l2_normalize_1/Maximum,generator_1/resblock_up_16/res1/deconv_0/l2_normalize_1/Square",6176,6176,0,0,12352,131
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/res1/deconv_0/conv2d_transpose,"generator_1/resblock_up_16/res2/deconv_0/conv2d_transpose/input_sizes,generator_1/resblock_up_16/res1/deconv_0/conv2d_transpose",44040256,6291488,0,0,50331744,137
ge_default_20210418084333_41,6,480,generator_1/resblock_up_2/res2/deconv_0/l2_normalize,"generator_1/resblock_up_2/res2/deconv_0/l2_normalize/Sum,generator_1/resblock_up_2/res2/deconv_0/l2_normalize,generator_1/resblock_up_2/res2/deconv_0/l2_normalize/Rsqrt,generator_1/resblock_up_2/res2/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,generator_1/resblock_up_2/res2/deconv_0/l2_normalize/Maximum,generator_1/resblock_up_2/res2/deconv_0/l2_normalize/Square",6944,6944,0,0,13888,142
ge_default_20210418084333_41,6,480,generator_1/resblock_up_2/res2/deconv_0/l2_normalize_1,"generator_1/resblock_up_2/res2/deconv_0/l2_normalize_1/Sum,generator_1/resblock_up_2/res2/deconv_0/l2_normalize_1,generator_1/resblock_up_2/res2/deconv_0/l2_normalize_1/Rsqrt,generator_1/resblock_up_2/res2/deconv_0/MatMul_1,generator_1/resblock_up_2/res2/deconv_0/l2_normalize_1/Maximum,generator_1/resblock_up_2/res2/deconv_0/l2_normalize_1/Square",800,800,0,0,1600,144
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/res2/batch_norm/beta/dense/MatMul,"generator_1/resblock_up_16/res2/batch_norm/beta/dense/MatMul,generator/resblock_up_16/res2/batch_norm/beta/dense/bias,generator_1/resblock_up_16/res2/batch_norm/beta/dense/BiasAdd",131680,196640,0,0,328320,150
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/res2/batch_norm/gamma/dense/MatMul,"generator_1/resblock_up_16/res2/batch_norm/gamma/dense/MatMul,generator/resblock_up_16/res2/batch_norm/gamma/dense/bias,generator_1/resblock_up_16/res2/batch_norm/gamma/dense/BiasAdd",131680,196640,0,0,328320,152
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/res2/batch_norm/batchnorm/Rsqrtgenerator_1/resblock_up_16/res2/batch_norm/batchnorm/mulgenerator_1/resblock_up_16/res2/batch_norm/batchnorm/mul_1generator_1/resblock_up_16/res2/batch_norm/batchnorm/mul_2generator_1/resblock_up_16/res2/batch_norm/batchnorm/subgenerator_1/resblock_up_16/res2/batch_norm/batchnorm/add_1generator_1/resblock_up_16/res2/Relu,"generator_1/resblock_up_16/res2/batch_norm/batchnorm/Rsqrt,generator_1/resblock_up_16/res2/batch_norm/batchnorm/mul,generator_1/resblock_up_16/res2/batch_norm/batchnorm/mul_1,generator_1/resblock_up_16/res2/batch_norm/batchnorm/mul_2,generator_1/resblock_up_16/res2/batch_norm/batchnorm/sub,generator_1/resblock_up_16/res2/batch_norm/batchnorm/add_1,generator_1/resblock_up_16/res2/Relu",12988576,12582944,0,0,25571520,154
ge_default_20210418084333_41,6,480,generator_1/resblock_up_2/skip/deconv_0/l2_normalize,"generator_1/resblock_up_2/skip/deconv_0/l2_normalize/Sum,generator_1/resblock_up_2/skip/deconv_0/l2_normalize,generator_1/resblock_up_2/skip/deconv_0/l2_normalize/Rsqrt,generator_1/resblock_up_2/skip/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,generator_1/resblock_up_2/skip/deconv_0/l2_normalize/Maximum,generator_1/resblock_up_2/skip/deconv_0/l2_normalize/Square",6944,6944,0,0,13888,157
ge_default_20210418084333_41,6,480,generator_1/resblock_up_2/skip/deconv_0/l2_normalize_1,"generator_1/resblock_up_2/skip/deconv_0/l2_normalize_1/Sum,generator_1/resblock_up_2/skip/deconv_0/l2_normalize_1,generator_1/resblock_up_2/skip/deconv_0/l2_normalize_1/Rsqrt,generator_1/resblock_up_2/skip/deconv_0/MatMul_1,generator_1/resblock_up_2/skip/deconv_0/l2_normalize_1/Maximum,generator_1/resblock_up_2/skip/deconv_0/l2_normalize_1/Square",1568,1568,0,0,3136,159
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/res2/deconv_0/l2_normalize,"generator_1/resblock_up_16/res2/deconv_0/l2_normalize/Sum,generator_1/resblock_up_16/res2/deconv_0/l2_normalize,generator_1/resblock_up_16/res2/deconv_0/l2_normalize/Rsqrt,generator_1/resblock_up_16/res2/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,generator_1/resblock_up_16/res2/deconv_0/l2_normalize/Maximum,generator_1/resblock_up_16/res2/deconv_0/l2_normalize/Square",55328,55328,0,36,110692,166
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/res2/deconv_0/l2_normalize_1,"generator_1/resblock_up_16/res2/deconv_0/l2_normalize_1/Sum,generator_1/resblock_up_16/res2/deconv_0/l2_normalize_1,generator_1/resblock_up_16/res2/deconv_0/l2_normalize_1/Rsqrt,generator_1/resblock_up_16/res2/deconv_0/MatMul_1,generator_1/resblock_up_16/res2/deconv_0/l2_normalize_1/Maximum,generator_1/resblock_up_16/res2/deconv_0/l2_normalize_1/Square",6176,6176,0,0,12352,168
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/res2/deconv_0/conv2d_transpose,"generator_1/resblock_up_16/res2/deconv_0/conv2d_transpose/input_sizes,generator_1/resblock_up_16/res2/deconv_0/conv2d_transpose",48758848,6291488,0,0,55050336,174
ge_default_20210418084333_41,6,480,generator_1/self_attention/f_conv/l2_normalize,"generator_1/self_attention/f_conv/l2_normalize/Sum,generator_1/self_attention/f_conv/l2_normalize,generator_1/self_attention/f_conv/l2_normalize/Rsqrt,generator_1/self_attention/f_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,generator_1/self_attention/f_conv/l2_normalize/Maximum,generator_1/self_attention/f_conv/l2_normalize/Square",800,800,0,0,1600,177
ge_default_20210418084333_41,6,480,generator_1/self_attention/f_conv/l2_normalize_1,"generator_1/self_attention/f_conv/l2_normalize_1/Sum,generator_1/self_attention/f_conv/l2_normalize_1,generator_1/self_attention/f_conv/l2_normalize_1/Rsqrt,generator_1/self_attention/f_conv/MatMul_1,generator_1/self_attention/f_conv/l2_normalize_1/Maximum,generator_1/self_attention/f_conv/l2_normalize_1/Square",128,128,0,0,256,179
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/skip/deconv_0/l2_normalize,"generator_1/resblock_up_16/skip/deconv_0/l2_normalize/Sum,generator_1/resblock_up_16/skip/deconv_0/l2_normalize,generator_1/resblock_up_16/skip/deconv_0/l2_normalize/Rsqrt,generator_1/resblock_up_16/skip/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,generator_1/resblock_up_16/skip/deconv_0/l2_normalize/Maximum,generator_1/resblock_up_16/skip/deconv_0/l2_normalize/Square",55328,55328,0,36,110692,186
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/skip/deconv_0/l2_normalize_1,"generator_1/resblock_up_16/skip/deconv_0/l2_normalize_1/Sum,generator_1/resblock_up_16/skip/deconv_0/l2_normalize_1,generator_1/resblock_up_16/skip/deconv_0/l2_normalize_1/Rsqrt,generator_1/resblock_up_16/skip/deconv_0/MatMul_1,generator_1/resblock_up_16/skip/deconv_0/l2_normalize_1/Maximum,generator_1/resblock_up_16/skip/deconv_0/l2_normalize_1/Square",6176,6176,0,0,12352,188
ge_default_20210418084333_41,6,480,generator_1/resblock_up_16/skip/deconv_0/conv2d_transpose,"generator_1/resblock_up_16/res2/deconv_0/conv2d_transpose/input_sizes,generator_1/resblock_up_16/skip/deconv_0/conv2d_transpose",44040256,6291488,0,0,50331744,194
ge_default_20210418084333_41,6,480,generator_1/resblock_up_8/skip/deconv_0/conv2d_transpose,"generator_1/resblock_up_8/res1/deconv_0/conv2d_transpose/input_sizes,generator_1/resblock_up_8/skip/deconv_0/conv2d_transpose",27525184,12582944,0,0,40108128,198
ge_default_20210418084333_41,6,480,generator_1/self_attention/g_conv/l2_normalize,"generator_1/self_attention/g_conv/l2_normalize/Sum,generator_1/self_attention/g_conv/l2_normalize,generator_1/self_attention/g_conv/l2_normalize/Rsqrt,generator_1/self_attention/g_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,generator_1/self_attention/g_conv/l2_normalize/Maximum,generator_1/self_attention/g_conv/l2_normalize/Square",800,800,0,0,1600,201
ge_default_20210418084333_41,6,480,generator_1/self_attention/g_conv/l2_normalize_1,"generator_1/self_attention/g_conv/l2_normalize_1/Sum,generator_1/self_attention/g_conv/l2_normalize_1,generator_1/self_attention/g_conv/l2_normalize_1/Rsqrt,generator_1/self_attention/g_conv/MatMul_1,generator_1/self_attention/g_conv/l2_normalize_1/Maximum,generator_1/self_attention/g_conv/l2_normalize_1/Square",128,128,0,0,256,203
ge_default_20210418084333_41,6,480,generator_1/resblock_up_8/res1/batch_norm/beta/dense/MatMul,"generator_1/resblock_up_8/res1/batch_norm/beta/dense/MatMul,generator/resblock_up_8/res1/batch_norm/beta/dense/bias,generator_1/resblock_up_8/res1/batch_norm/beta/dense/BiasAdd",131680,196640,0,0,328320,211
ge_default_20210418084333_41,6,480,generator_1/resblock_up_8/res1/batch_norm/gamma/dense/MatMul,"generator_1/resblock_up_8/res1/batch_norm/gamma/dense/MatMul,generator/resblock_up_8/res1/batch_norm/gamma/dense/bias,generator_1/resblock_up_8/res1/batch_norm/gamma/dense/BiasAdd",131680,196640,0,0,328320,213
ge_default_20210418084333_41,6,480,generator_1/resblock_up_8/res1/batch_norm/batchnorm/Rsqrtgenerator_1/resblock_up_8/res1/batch_norm/batchnorm/mulgenerator_1/resblock_up_8/res1/batch_norm/batchnorm/mul_1generator_1/resblock_up_8/res1/batch_norm/batchnorm/mul_2generator_1/resblock_up_8/res1/batch_norm/batchnorm/subgenerator_1/resblock_up_8/res1/batch_norm/batchnorm/add_1generator_1/resblock_up_8/res1/Relu,"generator_1/resblock_up_8/res1/batch_norm/batchnorm/Rsqrt,generator_1/resblock_up_8/res1/batch_norm/batchnorm/mul,generator_1/resblock_up_8/res1/batch_norm/batchnorm/mul_1,generator_1/resblock_up_8/res1/batch_norm/batchnorm/mul_2,generator_1/resblock_up_8/res1/batch_norm/batchnorm/sub,generator_1/resblock_up_8/res1/batch_norm/batchnorm/add_1,generator_1/resblock_up_8/res1/Relu",12988576,12582944,0,0,25571520,215
ge_default_20210418084333_41,6,480,generator_1/self_attention/h_conv/l2_normalize,"generator_1/self_attention/h_conv/l2_normalize/Sum,generator_1/self_attention/h_conv/l2_normalize,generator_1/self_attention/h_conv/l2_normalize/Rsqrt,generator_1/self_attention/h_conv/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,generator_1/self_attention/h_conv/l2_normalize/Maximum,generator_1/self_attention/h_conv/l2_normalize/Square",800,800,0,0,1600,218
ge_default_20210418084333_41,6,480,generator_1/self_attention/h_conv/l2_normalize_1,"generator_1/self_attention/h_conv/l2_normalize_1/Sum,generator_1/self_attention/h_conv/l2_normalize_1,generator_1/self_attention/h_conv/l2_normalize_1/Rsqrt,generator_1/self_attention/h_conv/MatMul_1,generator_1/self_attention/h_conv/l2_normalize_1/Maximum,generator_1/self_attention/h_conv/l2_normalize_1/Square",416,416,0,0,832,220
ge_default_20210418084333_41,6,480,generator_1/resblock_up_8/res1/deconv_0/l2_normalize,"generator_1/resblock_up_8/res1/deconv_0/l2_normalize/Sum,generator_1/resblock_up_8/res1/deconv_0/l2_normalize,generator_1/resblock_up_8/res1/deconv_0/l2_normalize/Rsqrt,generator_1/resblock_up_8/res1/deconv_0/ArithmeticOptimizer/FoldTransposeIntoMatMul_MatMul,generator_1/resblock_up_8/res1/deconv_0/l2_normalize/Maximum,generator_1/resblock_up_8/res1/deconv_0/l2_normalize/Square",27680,27680,0,36,55396,227
ge_default_20210418084333_41,6,480,generator_1/resblock_up_8/res1/deconv_0/l2_normalize_1,"generator_1/resblock_up_8/res1/deconv_0/l2_normalize_1/Sum,generator_1/resblock_up_8/res1/deconv_0/l2_normalize_1,generator_1/resblock_up_8/res1/deconv_0/l2_normalize_1/Rsqrt,generator_1/resblock_up_8/res1/deconv_0/MatMul_1,generator_1/resblock_up_8/res1/deconv_0/l2_normalize_1/Maximum,generator_1/resblock_up_8/res1/deconv_0/l2_normalize_1/Square",6176,6176,0,0,12352,229
